TimeStamp in ms:	Pressure in Pa:	Systeme State:	Alarm State:	
1588809588750 	9129575 	7 	0
1588809589000 	9129910 	7 	0
1588809589250 	9130241 	7 	0
1588809589500 	9130464 	7 	0
1588809589750 	9130609 	7 	0
1588809590000 	9130283 	7 	0
1588809590250 	9130781 	7 	0
1588809590500 	9131239 	7 	0
1588809590750 	9130986 	7 	0
1588809591000 	9130811 	7 	0
1588809591250 	9131118 	7 	0
1588809591500 	9131706 	7 	0
1588809591750 	9131712 	7 	0
1588809592000 	9131668 	7 	0
1588809592250 	9131873 	7 	0
1588809592500 	9130771 	7 	0
1588809592750 	9130215 	7 	0
1588809593000 	9130723 	7 	0
1588809593250 	9129886 	7 	0
1588809593500 	9130612 	7 	0
1588809593750 	9131290 	7 	0
1588809594000 	9131824 	7 	0
1588809594250 	9132796 	7 	0
1588809594500 	9132289 	7 	0
1588809594750 	9133229 	7 	0
1588809595000 	9133258 	7 	0
1588809595250 	9132952 	7 	0
1588809595500 	9133864 	7 	0
1588809595750 	9134675 	7 	0
1588809596000 	9134802 	7 	0
1588809596250 	9135199 	7 	0
1588809596500 	9134429 	7 	0
1588809596750 	9133690 	7 	0
1588809597000 	9133217 	7 	0
1588809597250 	9133434 	7 	0
1588809597500 	9133604 	7 	0
1588809597750 	9133570 	7 	0
1588809598000 	9133084 	7 	0
1588809598250 	9132076 	7 	0
1588809598500 	9132989 	7 	0
1588809598750 	9133093 	7 	0
1588809599000 	9133592 	7 	0
1588809599250 	9133456 	7 	0
1588809599500 	9132365 	7 	0
1588809599750 	9131619 	7 	0
1588809600000 	9132452 	7 	0
1588809600250 	9133425 	7 	0
1588809600500 	9133323 	7 	0
1588809600750 	9133464 	7 	0
1588809601000 	9132399 	7 	0
1588809601250 	9131822 	7 	0
1588809601500 	9131004 	7 	0
1588809601750 	9131237 	7 	0
1588809602000 	9132397 	7 	0
1588809602250 	9132272 	7 	0
1588809602500 	9131809 	7 	0
1588809602750 	9131361 	7 	0
1588809603000 	9131694 	7 	0
1588809603250 	9130506 	7 	0
1588809603500 	9129668 	7 	0
1588809603750 	9128927 	7 	0
1588809604000 	9129337 	7 	0
1588809604250 	9128494 	7 	0
1588809604500 	9127778 	7 	0
1588809604750 	9128479 	7 	0
1588809605000 	9129053 	7 	0
1588809605250 	9129271 	7 	0
1588809605500 	9128737 	7 	0
1588809605750 	9129590 	7 	0
1588809606000 	9130000 	7 	0
1588809606250 	9131143 	7 	0
1588809606500 	9130463 	7 	0
1588809606750 	9130171 	7 	0
1588809607000 	9129542 	7 	0
1588809607250 	9128971 	7 	0
1588809607500 	9128698 	7 	0
1588809607750 	9127701 	7 	0
1588809608000 	9126902 	7 	0
1588809608250 	9127291 	7 	0
1588809608500 	9127199 	7 	0
1588809608750 	9126100 	7 	0
1588809609000 	9126677 	7 	0
1588809609250 	9126967 	7 	0
1588809609500 	9126865 	7 	0
1588809609750 	9126965 	7 	0
1588809610000 	9125929 	7 	0
1588809610250 	9126564 	7 	0
1588809610500 	9127416 	7 	0
1588809610750 	9127477 	7 	0
1588809611000 	9128125 	7 	0
1588809611250 	9128904 	7 	0
1588809611500 	9128988 	7 	0
1588809611750 	9128409 	7 	0
1588809612000 	9129109 	7 	0
1588809612250 	9129241 	7 	0
1588809612500 	9128162 	7 	0
1588809612750 	9127799 	7 	0
1588809613000 	9126949 	7 	0
1588809613250 	9126537 	7 	0
1588809613500 	9125826 	7 	0
1588809613750 	9126150 	7 	0
1588809614000 	9125244 	7 	0
1588809614250 	9124617 	7 	0
1588809614500 	9125414 	7 	0
1588809614750 	9125079 	7 	0
1588809615000 	9124646 	7 	0
1588809615250 	9123969 	7 	0
1588809615500 	9123402 	7 	0
1588809615750 	9123370 	7 	0
1588809616000 	9123846 	7 	0
1588809616250 	9124387 	7 	0
1588809616500 	9124020 	7 	0
1588809616750 	9123872 	7 	0
1588809617000 	9123503 	7 	0
1588809617250 	9123799 	7 	0
1588809617500 	9124951 	7 	0
1588809617750 	9124310 	7 	0
1588809618000 	9124040 	7 	0
1588809618250 	9124844 	7 	0
1588809618500 	9125029 	7 	0
1588809618750 	9126171 	7 	0
1588809619000 	9126117 	7 	0
1588809619250 	9125185 	7 	0
1588809619500 	9124547 	7 	0
1588809619750 	9123992 	7 	0
1588809620000 	9123957 	7 	0
1588809620250 	9123441 	7 	0
1588809620500 	9123723 	7 	0
1588809620750 	9124038 	7 	0
1588809621000 	9123874 	7 	0
1588809621250 	9124210 	7 	0
1588809621500 	9123212 	7 	0
1588809621750 	9123342 	7 	0
1588809622000 	9124251 	7 	0
1588809622250 	9125250 	7 	0
1588809622500 	9125810 	7 	0
1588809622750 	9125085 	7 	0
1588809623000 	9126171 	7 	0
1588809623250 	9127364 	7 	0
1588809623500 	9127372 	7 	0
1588809623750 	9127734 	7 	0
1588809624000 	9127831 	7 	0
1588809624250 	9128236 	7 	0
1588809624500 	9129214 	7 	0
1588809624750 	9130142 	7 	0
1588809625000 	9129642 	7 	0
1588809625250 	9130136 	7 	0
1588809625500 	9131188 	7 	0
1588809625750 	9131619 	7 	0
1588809626000 	9131716 	7 	0
1588809626250 	9131752 	7 	0
1588809626500 	9131688 	7 	0
1588809626750 	9132495 	7 	0
1588809627000 	9132363 	7 	0
1588809627250 	9132862 	7 	0
1588809627500 	9131913 	7 	0
1588809627750 	9132946 	7 	0
1588809628000 	9134129 	7 	0
1588809628250 	9134662 	7 	0
1588809628500 	9134373 	7 	0
1588809628750 	9133755 	7 	0
1588809629000 	9132987 	7 	0
1588809629250 	9132901 	7 	0
1588809629500 	9133177 	7 	0
1588809629750 	9132118 	7 	0
1588809630000 	9131394 	7 	0
1588809630250 	9131029 	7 	0
1588809630500 	9130009 	7 	0
1588809630750 	9131136 	7 	0
1588809631000 	9130327 	7 	0
1588809631250 	9130515 	7 	0
1588809631500 	9130367 	7 	0
1588809631750 	9130856 	7 	0
1588809632000 	9130249 	7 	0
1588809632250 	9129878 	7 	0
1588809632500 	9129658 	7 	0
1588809632750 	9129315 	7 	0
1588809633000 	9128237 	7 	0
1588809633250 	9127432 	7 	0
1588809633500 	9128284 	7 	0
1588809633750 	9128067 	7 	0
1588809634000 	9128498 	7 	0
1588809634250 	9128086 	7 	0
1588809634500 	9127475 	7 	0
1588809634750 	9126574 	7 	0
1588809635000 	9125460 	7 	0
1588809635250 	9124664 	7 	0
1588809635500 	9123595 	7 	0
1588809635750 	9124428 	7 	0
1588809636000 	9125366 	7 	0
1588809636250 	9125209 	7 	0
1588809636500 	9124223 	7 	0
1588809636750 	9123192 	7 	0
1588809637000 	9123713 	7 	0
1588809637250 	9124203 	7 	0
1588809637500 	9125278 	7 	0
1588809637750 	9126275 	7 	0
1588809638000 	9127165 	7 	0
1588809638250 	9126020 	7 	0
1588809638500 	9126943 	7 	0
1588809638750 	9125823 	7 	0
1588809639000 	9125630 	7 	0
1588809639250 	9125204 	7 	0
1588809639500 	9125337 	7 	0
1588809639750 	9125301 	7 	0
1588809640000 	9125269 	7 	0
1588809640250 	9125947 	7 	0
1588809640500 	9126769 	7 	0
1588809640750 	9126859 	7 	0
1588809641000 	9127932 	7 	0
1588809641250 	9128405 	7 	0
1588809641500 	9130261 	13 	0
1588809641750 	9131354 	13 	0
1588809642000 	9131446 	13 	0
1588809642250 	9131511 	13 	0
1588809642500 	9132488 	13 	0
1588809642750 	9132687 	13 	0
1588809643000 	9133178 	13 	0
1588809643250 	9134307 	13 	0
1588809643500 	9136124 	13 	0
1588809643750 	9138338 	13 	0
1588809644000 	9140095 	13 	0
1588809644250 	9142148 	13 	0
1588809644500 	9144117 	13 	0
1588809644750 	9145216 	13 	0
1588809645000 	9146144 	13 	0
1588809645250 	9147573 	13 	0
1588809645500 	9148055 	13 	0
1588809645750 	9148694 	13 	0
1588809646000 	9150200 	13 	0
1588809646250 	9152391 	13 	0
1588809646500 	9153132 	13 	0
1588809646750 	9155232 	13 	0
1588809647000 	9157784 	13 	0
1588809647250 	9159445 	13 	0
1588809647500 	9160331 	13 	0
1588809647750 	9161672 	13 	0
1588809648000 	9162833 	13 	0
1588809648250 	9163362 	13 	0
1588809648500 	9165580 	13 	0
1588809648750 	9166199 	13 	0
1588809649000 	9167988 	13 	0
1588809649250 	9169666 	13 	0
1588809649500 	9171376 	13 	0
1588809649750 	9173249 	13 	0
1588809650000 	9174540 	13 	0
1588809650250 	9176768 	13 	0
1588809650500 	9178374 	13 	0
1588809650750 	9179683 	13 	0
1588809651000 	9180160 	13 	0
1588809651250 	9181132 	13 	0
1588809651500 	9181761 	13 	0
1588809651750 	9183931 	13 	0
1588809652000 	9186447 	13 	0
1588809652250 	9188965 	13 	0
1588809652500 	9189311 	13 	0
1588809652750 	9190261 	13 	0
1588809653000 	9191707 	13 	0
1588809653250 	9194392 	13 	0
1588809653500 	9195866 	13 	0
1588809653750 	9198260 	13 	0
1588809654000 	9200605 	13 	0
1588809654250 	9202248 	13 	0
1588809654500 	9204197 	13 	0
1588809654750 	9206105 	13 	0
1588809655000 	9206849 	13 	0
1588809655250 	9209517 	13 	0
1588809655500 	9210191 	13 	0
1588809655750 	9211478 	13 	0
1588809656000 	9214050 	13 	0
1588809656250 	9216746 	13 	0
1588809656500 	9218448 	13 	0
1588809656750 	9220197 	13 	0
1588809657000 	9221515 	13 	0
1588809657250 	9224266 	13 	0
1588809657500 	9224816 	13 	0
1588809657750 	9227183 	13 	0
1588809658000 	9229512 	13 	0
1588809658250 	9230976 	13 	0
1588809658500 	9231987 	13 	0
1588809658750 	9234521 	13 	0
1588809659000 	9236241 	13 	0
1588809659250 	9237594 	13 	0
1588809659500 	9239166 	13 	0
1588809659750 	9240698 	13 	0
1588809660000 	9241422 	13 	0
1588809660250 	9242585 	13 	0
1588809660500 	9244306 	13 	0
1588809660750 	9246141 	13 	0
1588809661000 	9247246 	13 	0
1588809661250 	9250090 	13 	0
1588809661500 	9251125 	13 	0
1588809661750 	9253773 	13 	0
1588809662000 	9255485 	13 	0
1588809662250 	9258087 	13 	0
1588809662500 	9259852 	13 	0
1588809662750 	9261474 	13 	0
1588809663000 	9263501 	13 	0
1588809663250 	9265090 	13 	0
1588809663500 	9267577 	13 	0
1588809663750 	9269345 	13 	0
1588809664000 	9270792 	13 	0
1588809664250 	9272136 	13 	0
1588809664500 	9274762 	13 	0
1588809664750 	9277065 	13 	0
1588809665000 	9277852 	13 	0
1588809665250 	9280551 	13 	0
1588809665500 	9281898 	13 	0
1588809665750 	9284519 	13 	0
1588809666000 	9285778 	13 	0
1588809666250 	9287626 	13 	0
1588809666500 	9289425 	13 	0
1588809666750 	9291440 	13 	0
1588809667000 	9293668 	13 	0
1588809667250 	9296058 	13 	0
1588809667500 	9299052 	13 	0
1588809667750 	9301442 	13 	0
1588809668000 	9304425 	13 	0
1588809668250 	9306160 	13 	0
1588809668500 	9309363 	13 	0
1588809668750 	9312419 	13 	0
1588809669000 	9313558 	13 	0
1588809669250 	9314783 	13 	0
1588809669500 	9317029 	13 	0
1588809669750 	9318815 	13 	0
1588809670000 	9321567 	13 	0
1588809670250 	9324495 	13 	0
